@relation 'brest-cancer-wisconsin-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute '0.381Uniformity of Cell Size+0.377Uniformity of Cell Shape+0.346Bland Chromatin+0.336Single Epithelial Cell Size+0.336Normal Nucleoli...' numeric
@attribute '0.993Sample code number-0.072Bare Nuclei+0.047Mitoses+0.044Uniformity of Cell Size+0.041Single Epithelial Cell Size...' numeric
@attribute '-0.907Mitoses+0.248Bare Nuclei+0.23 Bland Chromatin-0.163Single Epithelial Cell Size+0.142Clump Thickness...' numeric
@attribute '0.863Clump Thickness-0.425Marginal Adhesion-0.195Bland Chromatin-0.125Normal Nucleoli-0.106Single Epithelial Cell Size...' numeric
@attribute '-0.526Bare Nuclei-0.469Marginal Adhesion+0.454Normal Nucleoli+0.393Single Epithelial Cell Size-0.245Mitoses...' numeric
@attribute '0.673Single Epithelial Cell Size-0.647Normal Nucleoli-0.251Bland Chromatin+0.137Uniformity of Cell Size-0.128Mitoses...' numeric
@attribute '0.683Marginal Adhesion-0.587Bare Nuclei-0.287Bland Chromatin+0.276Clump Thickness-0.15Mitoses...' numeric
@attribute '0.695Bland Chromatin-0.485Normal Nucleoli-0.421Bare Nuclei+0.199Uniformity of Cell Size-0.167Single Epithelial Cell Size...' numeric
@attribute Class {2,4}

@data
0.105079,0.078148,0.693794,0.603543,0.521155,0.405842,0.432533,0.448645,2
0.067002,0.077089,0.677598,0.537159,0.507998,0.395386,0.409298,0.432844,2
0.038169,0.07525,0.685689,0.438883,0.423702,0.380105,0.298269,0.331363,2
0.078206,0.078461,0.685329,0.598448,0.50096,0.390262,0.431636,0.432889,2
0.089456,0.079247,0.692938,0.659736,0.494094,0.385163,0.454056,0.43301,2
0.066764,0.080175,0.678237,0.537163,0.507086,0.395262,0.408865,0.432444,2
0.263745,0.082655,0.773677,0.590381,0.472838,0.396245,0.45108,0.650414,2
0.149625,0.084213,0.717536,0.725304,0.430563,0.379949,0.608854,0.427987,2
0.028809,0.085302,0.650524,0.430622,0.519775,0.428089,0.39023,0.374638,2
0.085168,0.085627,0.707453,0.639543,0.430839,0.316043,0.510498,0.440732,2
0.123242,0.086969,0.694267,0.547182,0.478965,0.523555,0.320748,0.30558,2
0.560265,0.097643,0.634292,0.327879,0.619139,0.418666,0.298012,0.440588,4
0.078899,0.084572,0.6991,0.489862,0.40789,0.453144,0.262424,0.281474,2
0.039761,0.08994,0.658931,0.491916,0.511772,0.422834,0.41211,0.374259,2
0.062363,0.090177,0.673874,0.614491,0.498437,0.412689,0.457138,0.374674,2
0.124863,0.092372,0.700142,0.741167,0.516275,0.427988,0.50906,0.403585,2
0.088528,0.091272,0.69543,0.659755,0.490544,0.38468,0.45237,0.43145,2
0.028297,0.091926,0.651897,0.430632,0.517819,0.427823,0.389301,0.373779,2
0.494751,0.101379,0.772507,0.604193,0.759801,0.174282,0.545251,0.308365,4
0.050826,0.09312,0.667037,0.553208,0.5042,0.417639,0.434195,0.37407,2
0.090936,0.095227,0.680269,0.560855,0.533733,0.440904,0.435178,0.397369,2
0.761322,0.111082,0.688764,0.53468,0.752794,0.184083,0.724018,0.673469,4
0.164551,0.095517,0.71878,0.545048,0.452508,0.427746,0.509237,0.431232,2
0.062026,0.094543,0.674779,0.614498,0.497147,0.412513,0.456526,0.374108,2
0.097884,0.094024,0.686528,0.616222,0.431816,0.404805,0.589136,0.361716,2
0.086521,0.094706,0.679223,0.554936,0.438248,0.409845,0.56651,0.361404,2
0.06559,0.095379,0.681388,0.537187,0.502597,0.394651,0.406733,0.430472,2
0.065581,0.095497,0.681413,0.537188,0.502562,0.394646,0.406716,0.430457,2
0.027978,0.096057,0.652752,0.430639,0.516599,0.427657,0.388722,0.373243,2
0.039266,0.096348,0.660259,0.491926,0.50988,0.422577,0.411211,0.373428,2
0.065505,0.096483,0.681617,0.537189,0.50227,0.394606,0.406578,0.430329,2
0.054408,0.098576,0.659929,0.432194,0.537556,0.445296,0.395112,0.393809,2
0.052423,0.096871,0.657332,0.371078,0.457507,0.424963,0.498615,0.360455,2
0.925487,0.126976,0.102576,0.219293,0.646275,0.323729,0.535794,0.711732,4
0.065418,0.097611,0.681851,0.537191,0.501938,0.394561,0.40642,0.430183,2
0.10798,0.095613,0.689733,0.512319,0.426884,0.50631,0.373686,0.282403,2
0.080444,0.098394,0.67392,0.354059,0.46777,0.411962,0.477573,0.429988,2
0.099603,0.09823,0.695713,0.651552,0.515164,0.337418,0.449857,0.399006,2
0.076701,0.097963,0.68937,0.598478,0.4952,0.389479,0.428901,0.43036,2
0.080324,0.098032,0.695821,0.521167,0.500877,0.371647,0.379216,0.486823,2
0.065371,0.098221,0.681977,0.537192,0.501757,0.394537,0.406334,0.430103,2
0.087986,0.098292,0.696885,0.659766,0.488471,0.384398,0.451385,0.43054,2
0.349689,0.10988,0.66568,0.552422,0.884317,0.592322,0.421589,0.309215,2
0.588133,0.101273,0.76613,0.532622,0.216092,0.431013,0.355163,0.593677,4
0.027748,0.099045,0.653372,0.430644,0.515716,0.427537,0.388303,0.372856,2
0.042662,0.099364,0.667321,0.414619,0.514686,0.404627,0.361113,0.429509,2
0.091558,0.099024,0.703473,0.582456,0.493951,0.366539,0.401607,0.486918,2
0,1,0.862497,0.42113,0.268828,0.384004,0.235647,0.328407,2
0.069382,0.101027,0.676196,0.419718,0.534298,0.420127,0.361733,0.445009,2
0.089804,0.099184,0.686588,0.477631,0.442622,0.391836,0.516206,0.417296,2
0.027673,0.100016,0.653573,0.430645,0.51543,0.427498,0.388167,0.37273,2
0.125829,0.102002,0.614515,0.657879,0.455478,0.407003,0.519754,0.401999,2
0.080189,0.099791,0.696185,0.52117,0.500357,0.371576,0.378969,0.486595,2
0.477988,0.114557,0.586188,0.489716,0.896674,0.166536,0.289392,0.49842,4
0.678421,0.111729,0.8423,0.280449,0.699591,0.229572,0.588222,0.433888,4
0.575394,0.105265,0.85119,0.197971,0.445461,0.521083,0.439178,0.529847,4
0.105583,0.100558,0.700939,0.490393,0.482354,0.380172,0.440182,0.493189,2
0.068837,0.100329,0.68885,0.459884,0.506831,0.376623,0.356363,0.486303,2
0.12856,0.102965,0.682028,0.666774,0.553323,0.502337,0.488601,0.392275,2
0.042573,0.100514,0.667559,0.414621,0.514346,0.404581,0.360952,0.42936,2
0.101655,0.102885,0.689303,0.622154,0.524838,0.435528,0.456635,0.396599,2
0.055892,0.101882,0.672108,0.417171,0.523994,0.412309,0.361186,0.437041,2
0.072826,0.101167,0.683598,0.675795,0.488558,0.407179,0.478127,0.373472,2
0.027555,0.10154,0.653889,0.430647,0.51498,0.427436,0.387953,0.372532,2
0.038869,0.101492,0.661325,0.491934,0.508361,0.42237,0.41049,0.372761,2
0.937582,0.115122,0.509199,0.538571,0.321272,0.071047,0.420905,0.55962,4
0.68758,0.108579,0.729286,0.313433,0.322844,0.397741,0.533385,0.360597,4
0.114276,0.101685,0.710312,0.635533,0.513207,0.314382,0.422228,0.455254,2
0.03272,0.034622,0.640021,0.430542,0.534741,0.430125,0.397339,0.381212,2
0.03272,0.034622,0.640021,0.430542,0.534741,0.430125,0.397339,0.381212,2
0.032332,0.039644,0.641062,0.43055,0.533258,0.429924,0.396634,0.38056,2
0.03232,0.039804,0.641095,0.43055,0.533211,0.429917,0.396612,0.380539,2
0.092897,0.042493,0.668109,0.520676,0.571564,0.302811,0.411077,0.374248,2
0.065892,0.044457,0.664399,0.614419,0.511938,0.414526,0.46355,0.380604,2
0.13029,0.05745,0.097936,0.502765,0.352235,0.313343,0.254118,0.476842,2
0.056185,0.048127,0.64723,0.371002,0.471901,0.426921,0.505451,0.366777,2
0.515046,0.060843,0.801433,0.476648,0.613709,0.518662,0.523335,0.493567,4
0.053939,0.052783,0.658678,0.553145,0.516112,0.419259,0.439852,0.379302,2
0.082693,0.057646,0.595452,0.54744,0.48863,0.379615,0.392023,0.449451,2
0.079317,0.057361,0.65896,0.543063,0.520339,0.494131,0.399267,0.340447,2
0.04189,0.062359,0.653216,0.491873,0.519917,0.423943,0.415979,0.377837,2
0.661216,0.083263,0.718526,0.405463,0.945705,0.317938,0.340602,0.557026,4
0.497588,0.072809,0.854067,0.334477,0.62488,0.16713,0.303784,0.755983,4
0.53918,0.073027,0.8665,0.316131,0.567723,0.350377,0.32274,0.790151,4
