@relation 'unbalanced-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute '-0.271WBN_LP_H_1.00-0.265WBN_LP_H_0.75+0.262WBN_EN_L_1.00+0.25 WBN_GC_L_1.00+0.25 WBN_EN_L_0.75...' numeric
@attribute -0.351WBN_LP_L_0.25-0.317WBN_LP_L_0.50+0.278PSA-0.257WBN_LP_L_0.75-0.246BBB... numeric
@attribute 0.377WBN_GC_H_0.25+0.343WBN_GC_H_0.50+0.324NumHBA-0.303WBN_GC_L_0.25-0.276WBN_GC_L_0.50... numeric
@attribute -0.396WBN_EN_H_0.25-0.328WBN_GC_H_0.50-0.327WBN_EN_H_0.50-0.325WBN_GC_H_0.25+0.306NumRot... numeric
@attribute -0.41WBN_LP_H_0.25-0.349WBN_GC_L_0.75-0.347WBN_GC_L_0.50-0.313WBN_GC_L_0.25-0.252WBN_LP_H_0.50... numeric
@attribute 0.398XLogP+0.352BadGroup-0.309NumHBD+0.284WBN_LP_H_0.25+0.271WBN_EN_H_0.25... numeric
@attribute 0.594BadGroup-0.451NumRot-0.263WBN_EN_H_0.25-0.246XLogP-0.24NumHBD... numeric
@attribute 0.389NumHBD-0.362WBN_EN_L_0.25+0.359WBN_EN_H_0.25-0.271WBN_EN_L_0.50-0.213PSA... numeric
@attribute Outcome {Active,Inactive}

@data
0.339095,0.157498,0.3032,0.621107,0.537244,0.857702,0.685296,0.694772,Inactive
0.510901,0.328346,0.570035,0.586561,0.600191,0.457445,0.658856,0.744508,Inactive
0.414695,0.34388,0.560268,0.586809,0.368036,0.60636,0.646274,0.810991,Inactive
0.864023,0.553919,0.721408,0.370915,0.804135,0.702236,0.593125,0.253034,Inactive
0.465602,0.284741,0.563872,0.590913,0.570621,0.489591,0.829092,0.669765,Inactive
0.175199,0.30036,0.072575,0.606857,0.571233,0.758246,0.644688,0.503702,Inactive
0.498302,0.311874,0.560299,0.72041,0.628061,0.570029,0.46664,0.711827,Inactive
0.429802,0.311287,0.495949,0.579734,0.415589,0.667926,0.671871,0.756126,Inactive
0.507097,0.311374,0.53938,0.676912,0.655794,0.518665,0.590523,0.736963,Inactive
0.431491,0.311738,0.496021,0.579738,0.416333,0.667279,0.672514,0.756117,Inactive
0.52198,0.226236,0.483347,0.583613,0.529313,0.454528,0.353844,0.480267,Inactive
0.303327,0.48703,0.449965,0.298605,0.584882,0.353023,0.85878,0.500505,Inactive
0.44019,0.112433,0.367946,0.326226,0.607294,0.732467,0.15398,0.556813,Inactive
0.399371,0.351792,0.490612,0.504274,0.601011,0.652376,0.304491,0.816543,Inactive
0.4136,0.354307,0.599087,0.759287,0.56727,0.464501,0.418949,0.65396,Inactive
0.372847,0.343512,0.489466,0.513942,0.572115,0.654711,0.302207,0.80425,Inactive
0.44646,0.368674,0.579719,0.734171,0.609639,0.425599,0.479351,0.691457,Inactive
0.174402,0.666247,0.545886,0.251506,0.51438,0.471274,0.460648,0.585519,Inactive
0.439137,0.323031,0.525223,0.748384,0.637688,0.529535,0.471729,0.614637,Inactive
0.431557,0.296565,0.45928,0.696781,0.593331,0.504965,0.511752,0.630221,Inactive
0.40204,0.356665,0.48393,0.488027,0.618603,0.61755,0.347149,0.833008,Inactive
0.441766,0.368262,0.584659,0.742806,0.598695,0.441951,0.458092,0.680253,Inactive
0.436405,0.321734,0.49984,0.728317,0.573644,0.551256,0.445055,0.604503,Inactive
0.45957,0.38723,0.585531,0.746633,0.605532,0.560549,0.612139,0.545998,Inactive
0.426483,0.329649,0.551496,0.794142,0.623221,0.564447,0.367195,0.595755,Inactive
0.500934,0.392805,0.51554,0.674204,0.676977,0.48198,0.476074,0.555718,Inactive
0.381315,0.335756,0.526271,0.66423,0.405742,0.686863,0.681638,0.686112,Inactive
0.433883,0.338995,0.57285,0.685349,0.584409,0.502158,0.48345,0.593105,Inactive
0.168461,0.309233,0.507608,0.814884,0.632158,0.432621,0.568214,0.591316,Inactive
0.358792,0.372309,0.585161,0.382315,0.576978,0.693874,0.401849,0.824168,Inactive
0.43045,0.389484,0.676392,0.727711,0.590683,0.429095,0.634859,0.681341,Inactive
0.610458,0.193346,0.545148,0.540063,0.683664,0.412156,0.420415,0.58626,Inactive
0.304693,0.37553,0.157146,0.715922,0.525624,0.724819,0.642715,0.759669,Inactive
0.403995,0.28338,0.515524,0.521831,0.441273,0.531676,0.606126,0.340507,Inactive
0.497592,0.2407,0.520138,0.632481,0.578703,0.475215,0.323105,0.524467,Inactive
0.34366,0.563334,0.261826,0.709609,0.804582,0.650687,0.665674,0.742759,Inactive
0.53965,0.133221,0.352269,0.791078,0.633316,0.635028,0.21727,0.623288,Inactive
0.587955,0.302166,0.449826,0.722117,0.675917,0.473396,0.433619,0.712199,Inactive
0.460353,0.069123,0.441128,0.53437,0.660446,0.485077,0.391836,0.61676,Inactive
0.435712,0.281985,0.432473,0.34469,0.282825,0.524495,0.779825,0.54971,Inactive
0.477583,0.078549,0.382831,0.351982,0.572578,0.734572,0,0.733311,Inactive
0.386696,0.246319,0.481181,0.624946,0.391568,0.8101,0.751085,0.690914,Inactive
0.201746,0.365235,0.690713,0.465993,0.635209,0.669409,0.612432,0.764287,Inactive
0.498233,0.219674,0.410701,0.745741,0.637259,0.618562,0.418639,0.487995,Inactive
0.437642,0.308691,0.500449,0.588251,0.421997,0.7312,0.849518,0.731492,Inactive
0.503421,0.320931,0.544182,0.585889,0.636912,0.492135,0.713488,0.688534,Inactive
0.342852,0.288757,0.635217,0.646521,0.356917,0.740363,0.727895,0.694504,Inactive
0.474073,0.217684,0.330413,0.745027,0.691651,0.632507,0.675182,0.756086,Inactive
0.403398,0.476219,0.345665,0.624808,0.734261,0.549279,0.593676,0.542356,Inactive
0.193794,0.173213,0.359984,0.604541,0.708139,0.430549,0.625102,0.459359,Inactive
0.644892,0.351151,0.161896,0.630182,0.553418,0.379881,0.401729,0.872395,Inactive
0.19833,0.108691,0.400532,0.639182,0.678029,0.596731,0.564438,0.526161,Inactive
0.065216,0.180078,0.466865,0.296275,0.834876,0.573889,0.460486,0.752502,Inactive
0.458275,0.198794,0.535806,0.712158,0.546008,0.656437,0.493498,0.42527,Inactive
0.470678,0.216803,0.425505,0.728286,0.5833,0.582954,0.349032,0.54969,Inactive
0.383466,0.403885,0.228343,0.564454,0.677646,0.582482,0.578174,0.415608,Inactive
0.548686,0.258464,0.112096,0.504387,0.587256,0.481174,0.61892,0.668867,Inactive
0.877868,0.484464,0.215841,0.433747,0.803275,0.622092,0.732286,0.458746,Inactive
0.575598,0.377711,0.589029,0.575356,0.552876,0.492559,0.347741,0.343491,Inactive
0.160093,0.48787,0.19959,0.656132,0.452824,0.452846,0.705373,0.763208,Inactive
0.513871,0.338306,0.520293,0.53861,0.72013,0.436407,0.762011,0.526023,Inactive
0.562522,0.193035,0.304565,0.54124,0.696983,0.54912,0.519507,0.572696,Inactive
0.472535,0.32621,0.379057,0.244108,0.327369,0.4994,0.165617,0.671309,Inactive
0.453665,0.228674,0.539787,0.65761,0.446809,0.46963,0.282491,0.491628,Inactive
0.547484,0.286476,0.392192,0.480639,0.377719,0.610266,0.504665,0.482016,Inactive
0.546485,0.347424,0.417558,0.475338,0.409561,0.471924,0.348505,0.534966,Inactive
0.47505,0.226803,0.506902,0.703183,0.609671,0.591372,0.413299,0.418528,Inactive
0.442638,0.199254,0.46412,0.70294,0.597008,0.691867,0.648069,0.678279,Inactive
0.423302,0.506303,0.36234,0.561586,0.829445,0.387261,0.671181,0.746312,Inactive
0.520642,0.114011,0.375985,0.67667,0.798616,0.537847,0.488582,0.573347,Inactive
0.690922,0.320935,0.208165,0.522594,0.733721,0.482561,0.66074,0.737773,Inactive
0.43593,0.20068,0.291195,0.220671,0.262173,0.457466,0.732512,0.728018,Inactive
0.41848,0.195412,0.31018,0.26271,0.223053,0.529666,0.622045,0.688027,Inactive
0.740834,0.504034,0.403126,0.508223,0.478151,0.404065,0.70649,0.605057,Inactive
0.25395,0.108044,0.263247,0.68255,0.496466,0.715049,0.247767,0.4299,Inactive
0.455936,0.279027,0.536345,0.692582,0.603489,0.525153,0.578141,0.698588,Inactive
0.406963,0.100977,0.312478,0.650072,0.479235,0.878824,0.666281,0.743193,Inactive
0.461037,0.238262,0.403036,0.648815,0.477138,0.773733,0.848639,0.716579,Inactive
0.388539,0.129483,0.293081,0.507837,0.535704,0.877653,0.442625,0.886542,Inactive
0.571158,0.133192,0.480292,0.463522,0.60108,0.597227,0.456971,0.502349,Inactive
0.421405,0.150742,0.220687,0.643933,0.537953,0.788195,0.648663,0.860016,Inactive
0.425867,0.274359,0.610423,0.713212,0.560643,0.633012,0.722273,0.608476,Inactive
0.463705,0.316777,0.599075,0.674956,0.560069,0.550068,0.787638,0.751869,Inactive
0.426604,0.26577,0.548343,0.753209,0.572289,0.647501,0.704293,0.624417,Inactive
0.431332,0.304,0.609416,0.758989,0.525247,0.595056,0.657642,0.675092,Inactive
0.446822,0.265158,0.50204,0.682399,0.483357,0.606643,0.684035,0.683643,Inactive
0.465398,0.297992,0.576878,0.618303,0.53935,0.587769,0.822811,0.684324,Inactive
0.41744,0.272265,0.579156,0.752677,0.491985,0.641461,0.621324,0.655989,Inactive
0.407453,0.291419,0.590834,0.786042,0.49859,0.675971,0.652828,0.580192,Inactive
0.401435,0.26409,0.615402,0.725504,0.531182,0.652242,0.698422,0.59298,Inactive
0.417649,0.230861,0.479407,0.737142,0.573966,0.659316,0.5394,0.580691,Inactive
0.448086,0.265202,0.475568,0.676779,0.537449,0.553502,0.561612,0.672738,Inactive
0.248674,0.300483,0.153683,0.579372,0.649176,0.604877,0.511254,0.551434,Inactive
0.250053,0.301752,0.165089,0.601478,0.64044,0.642778,0.429053,0.532745,Inactive
0.683543,0.429556,0.409452,0.333875,0.745452,0.571884,0.366222,0.206699,Inactive
0.248306,0.362724,0.392733,0.705314,0.618932,0.670445,0.61374,0.513779,Inactive
0.445448,0.324027,0.525123,0.576367,0.393936,0.681922,0.812474,0.795106,Inactive
0.33884,0.189738,0.109724,0.600308,0.432585,0.613162,0.290774,0.627538,Inactive
0.330772,0.185566,0.112062,0.609355,0.429932,0.633045,0.270034,0.614671,Inactive
0.476474,0.217988,0.142957,0.455447,0.355321,0.685983,0.743328,0.663317,Inactive
0.405209,0.399745,0.707247,0.370106,0.667844,0.643093,0.335412,0.880515,Inactive
0.156701,0.290843,0.395459,0.555751,0.724963,0.406262,0.729437,0.614161,Inactive
0.48622,0.339463,0.549342,0.706778,0.6752,0.454889,0.44682,0.71126,Inactive
0.5051,0.306155,0.57633,0.699369,0.607261,0.604813,0.646585,0.741753,Inactive
0.465063,0.332073,0.567463,0.666394,0.595827,0.403975,0.450208,0.761866,Inactive
0.452743,0.405126,0.637791,0.225675,0.586714,0.541126,0.429059,0.973892,Inactive
0.482815,0.342448,0.585494,0.719637,0.646736,0.511748,0.543104,0.733816,Inactive
0.43575,0.312931,0.525793,0.580551,0.376084,0.71717,0.789426,0.777297,Inactive
0.425318,0.41115,0.706322,0.307009,0.639317,0.555267,0.401345,0.974733,Inactive
0.450535,0.315692,0.5772,0.742539,0.559244,0.594231,0.491581,0.66458,Inactive
0.506157,0.322121,0.568333,0.585363,0.591058,0.475884,0.656979,0.734722,Inactive
0.430413,0.08832,0.366301,0.537082,0.426116,0.752953,0.511244,0.671994,Inactive
0.404139,0.165823,0.547015,0.105807,0.813652,0.55752,0.345655,0.74524,Inactive
0.455955,0.271903,0.513078,0.715442,0.663547,0.547534,0.632245,0.649849,Inactive
0.482677,0.291456,0.553333,0.675929,0.585183,0.572543,0.775871,0.75459,Inactive
0.508472,0.309348,0.489233,0.638302,0.695065,0.440127,0.544736,0.729793,Inactive
0.619048,1,0.368994,0.370151,0.787046,0.686838,0.432718,0.158821,Inactive
0.411391,0.339336,0.561874,0.592583,0.359267,0.625453,0.623596,0.802963,Inactive
0.454795,0.196726,0.424588,0.66898,0.671616,0.621633,0.578725,0.692712,Inactive
0.73852,0.33157,0.218962,0.4929,0.7527,0.495714,0.654419,0.699393,Inactive
0.249452,0.380415,0.469918,0.565868,0.79842,0.423512,0.714925,0.570255,Inactive
0.441687,0.282883,0.610752,0.672143,0.626514,0.554127,0.815298,0.603488,Inactive
0.501835,0.301543,0.49262,0.649497,0.678246,0.475566,0.502617,0.71405,Inactive
0.488354,0.334466,0.533665,0.681041,0.6894,0.441724,0.501218,0.726714,Inactive
0.474707,0.217931,0.412273,0.700719,0.600392,0.552464,0.428811,0.565403,Inactive
0.349576,0.392363,0.306246,0.592654,0.719983,0.532199,0.876952,0.750391,Inactive
0.591561,0,0.342337,0.464534,0.694063,0.538747,0.665448,0.565917,Inactive
0.523511,0.294765,0.294916,0.521363,0.363519,0.412966,0.410136,0.485285,Inactive
0.386606,0.394285,0.69693,0.251711,0.637468,0.676789,0.382994,0.743098,Inactive
0.327468,0.428693,0.331869,0.44651,0.734155,0.622616,0.736033,0.914332,Inactive
0.418064,0.210977,0.501214,0.603974,0.56021,0.564012,0.839677,0.610304,Inactive
0.174831,0.119135,0.352202,0.632254,0.724733,0.509882,0.5098,0.540679,Inactive
0.17781,0.117248,0.343771,0.616453,0.734375,0.494299,0.550111,0.549518,Inactive
0.476524,0.28858,0.292457,0.552043,0.318351,0.484576,0.333443,0.407214,Inactive
0.439312,0.280248,0.273619,0.544333,0.309087,0.476714,0.339759,0.380398,Inactive
0.471567,0.282541,0.341088,0.584207,0.242929,0.589624,0.392096,0.400743,Inactive
0.061369,0.271811,0.611369,0.425932,0.717114,0.631245,0.317561,0.626821,Inactive
0.069886,0.332306,0.722327,0.501315,0.65788,0.655041,0.412408,0.647145,Inactive
0.068977,0.276269,0.643657,0.428044,0.699114,0.665268,0.455485,0.655904,Inactive
0.42998,0.251018,0.546485,0.705115,0.413981,0.600856,0.202675,0.364797,Inactive
0.433327,0.308069,0.644745,0.726006,0.394448,0.558681,0.206413,0.346536,Inactive
0.450221,0.167864,0.303573,0.268405,0.214156,0.548096,0.575135,0.651496,Inactive
0.276079,0.643717,0.401354,0.350518,0.378057,0.684754,0.581749,0.865106,Inactive
0.515277,0.330686,0.562856,0.57016,0.61353,0.431526,0.710318,0.756305,Inactive
0.173891,0.168511,0.480912,0.63257,0.656211,0.466705,0.406408,0.50907,Inactive
0.123625,0.22364,0.518808,0.439108,0.686853,0.615155,0.34128,0.632474,Inactive
0.385942,0.201758,0.43332,0.810495,0.540604,0.737124,0.814888,0.588805,Inactive
0.311037,0.729698,0.40858,0.574485,0.46959,0.413872,0.418242,0.540984,Inactive
0.001104,0.405108,0.491811,0.513445,0.601889,0.725382,0.492182,0.58471,Inactive
0,0.405967,0.497189,0.524471,0.596805,0.735221,0.459947,0.580224,Inactive
0.028135,0.435208,0.538363,0.785125,0.558647,0.635738,0.661117,0.427555,Inactive
0.033196,0.385144,0.462338,0.725322,0.608601,0.639127,0.692103,0.449527,Inactive
0.037458,0.400683,0.47384,0.740693,0.597532,0.632259,0.65031,0.444528,Inactive
0.037977,0.41867,0.501992,0.756171,0.593629,0.613588,0.683575,0.45068,Inactive
0.037292,0.376073,0.410409,0.680042,0.601668,0.622892,0.689533,0.443312,Inactive
0.036828,0.415552,0.50259,0.757127,0.592762,0.620545,0.676542,0.448913,Inactive
0.037929,0.379537,0.450103,0.694367,0.562647,0.683849,0.814471,0.455318,Inactive
0.027039,0.397627,0.496052,0.716349,0.45943,0.73181,0.8938,0.495583,Inactive
0.037264,0.413352,0.499853,0.687367,0.574054,0.596051,0.701558,0.433176,Inactive
0.113035,0.291559,0.055927,0.475504,0.623508,0.5685,0.616134,0.480476,Inactive
0.049035,0.405285,0.420632,0.671965,0.621911,0.553515,0.753192,0.453394,Inactive
0.011469,0.349655,0.412346,0.702246,0.56312,0.625472,0.676483,0.483987,Inactive
0.04002,0.393312,0.465238,0.725357,0.619009,0.614982,0.699512,0.460419,Inactive
0.040999,0.379079,0.408694,0.67466,0.610234,0.608148,0.706874,0.451181,Inactive
0.179771,0.116706,0.357559,0.622179,0.720918,0.509993,0.504466,0.53936,Inactive
0.201367,0.112022,0.402664,0.625325,0.684279,0.577154,0.58404,0.530766,Inactive
0.190329,0.120982,0.342114,0.579369,0.744226,0.461607,0.609786,0.547827,Inactive
0.502141,0.164444,0.397348,0.737394,0.661826,0.562878,0.353824,0.620092,Inactive
0.062733,0.183612,0.489713,0.331245,0.793602,0.643213,0.34448,0.703351,Inactive
0.192634,0.124908,0.327674,0.596719,0.747089,0.463953,0.615842,0.560917,Inactive
0.193175,0.172103,0.443998,0.546926,0.706929,0.367564,0.635072,0.543067,Inactive
0.452898,0.150471,0.30464,0.681571,0.695754,0.605827,0.404546,0.759852,Inactive
0.455132,0.201113,0.312198,0.749316,0.735383,0.630188,0.699983,0.678301,Inactive
0.22306,0.425423,0.382219,0.633372,0.59144,0.718998,0.518487,0.794152,Inactive
0.352305,0.365971,0.310396,0.632011,0.807886,0.456205,0.828213,0.784585,Inactive
0.336911,0.53839,0,0.574238,0.676994,0.642336,0.598222,0.715859,Inactive
0.185939,0.064622,0.274529,0.577284,0.788145,0.512639,0.551179,0.577204,Inactive
0.203772,0.109422,0.28025,0.546936,0.766064,0.452773,0.631236,0.55483,Inactive
0.184064,0.12042,0.39368,0.624746,0.687741,0.563863,0.624789,0.541842,Inactive
0.055505,0.134579,0.489064,0.394732,0.710609,0.742614,0.399827,0.718921,Inactive
0.060487,0.206208,0.525895,0.365445,0.768136,0.64938,0.320528,0.693797,Inactive
0.064194,0.213443,0.522015,0.355575,0.766821,0.63115,0.32818,0.689404,Inactive
0.178878,0.30699,0.041144,0.608287,0.61783,0.673104,0.506295,0.513136,Inactive
0.159135,0.553213,0.28184,0.663104,0.589209,0.694112,0.417333,0.355592,Inactive
0.167854,0.280083,0.505634,0.671487,0.657729,0.461406,0.612667,0.476518,Inactive
0.707341,0.465973,0.125111,0.356761,0.373348,0.961883,0.912253,0.547799,Inactive
0.414443,0.204427,0.333966,0.481691,0.726803,0.704102,0.235912,0.961035,Inactive
0.168183,0.293006,0.166235,0.719069,0.682588,0.736605,0.500771,0.533348,Inactive
0.166849,0.162221,0.442855,0.676721,0.687233,0.50909,0.499065,0.450873,Inactive
0.168644,0.561834,0.277563,0.650266,0.605464,0.668202,0.45247,0.364482,Inactive
0.221301,0.611983,0.596594,0.488951,0.623882,0.666449,0.317507,0.774141,Inactive
0.550545,0.131317,0.325871,0.741203,0.662006,0.579784,0.345681,0.652211,Inactive
0.495434,0.314725,0.528539,0.402408,0.538147,0.644585,0.379525,0.525335,Inactive
0.514868,0.117834,0.310441,0.743818,0.678751,0.598926,0.324507,0.654052,Inactive
0.331957,0.543617,0.239308,0.739484,0.735118,0.660814,0.554459,0.818556,Inactive
0.34634,0.258073,0.465331,0.701098,0.450104,0.752092,0.729218,0.585632,Inactive
0.158265,0.538489,0.378137,0.740921,0.674082,0.706248,0.480815,0.413984,Inactive
0.24734,0.505454,0.460955,0.348923,0.778063,0.658954,0.496388,0.810336,Inactive
0.074337,0.179945,0.546558,0.322127,0.750523,0.730521,0.66203,0.757676,Inactive
0.145235,0.092183,0.301133,0.432352,0.758705,0.652129,0.368425,0.719855,Inactive
0.175782,0.112788,0.364717,0.618619,0.69657,0.553285,0.47884,0.492466,Inactive
0.077556,0.18297,0.469318,0.287682,0.835192,0.586152,0.450802,0.739282,Inactive
0.073573,0.179777,0.470611,0.29335,0.825802,0.601348,0.433965,0.731053,Inactive
0.479242,0.183272,0.225158,0.76061,0.741687,0.582969,0.464181,0.710274,Inactive
0.422712,0.284788,0.596044,0.69866,0.618279,0.556829,0.60602,0.580481,Inactive
0.492075,0.164145,0.408513,0.748724,0.658766,0.587431,0.293237,0.596887,Inactive
0.279221,0.556508,0.388921,0.764853,0.632881,0.639378,0.428969,0.792778,Inactive
0.410208,0.19713,0.328018,0.719288,0.661987,0.619629,0.498849,0.623743,Inactive
0.410499,0.22259,0.386338,0.809909,0.614451,0.698584,0.611011,0.534417,Inactive
0.196451,0.322348,0.35595,0.65923,0.658793,0.548825,0.71455,0.572371,Inactive
0.267157,0.31146,0.206305,0.519804,0.667295,0.511317,0.576734,0.501151,Inactive
0.529797,0.110324,0.31135,0.748868,0.679168,0.589329,0.32404,0.653864,Inactive
0.505449,0.341411,0.544642,0.391521,0.521957,0.577952,0.368278,0.605592,Inactive
0.063377,0.400647,0.37942,0.683649,0.657131,0.448334,0.56494,0.614011,Inactive
0.060999,0.368288,0.342982,0.597924,0.670519,0.468225,0.639944,0.54249,Inactive
0.387597,0.27217,0.243306,0.666282,0.667652,0.580916,0.474055,0.513774,Inactive
0.177895,0.528253,0.510084,0.126372,0.554191,0.502414,0.613952,0.63979,Inactive
0.37381,0.23082,0.500626,0.732922,0.57481,0.685673,0.606253,0.451161,Inactive
0.067653,0.214626,0.52023,0.350299,0.774915,0.620922,0.339236,0.696431,Inactive
0.275631,0.091357,0.234949,0.653469,0.537797,0.691693,0.315561,0.488694,Inactive
0.079319,0.208865,0.503764,0.315924,0.818602,0.576853,0.443664,0.73777,Inactive
0.474231,0.167155,0.010905,0.542988,0.451569,0.721932,0.204286,0.421182,Inactive
0.104686,0.435196,0.335816,0.155546,0.524176,0.416767,0.592778,0.458335,Inactive
0.374845,0.274678,0.398664,0.637642,0.632175,0.82916,0.401133,0.779064,Inactive
0.198192,0.367262,0.083592,0.599525,0.599876,0.556819,0.573532,0.590822,Inactive
0.193136,0.363804,0.088656,0.61465,0.591626,0.568058,0.53759,0.593403,Inactive
0.141558,0.211281,0.484463,0.721148,0.687888,0.45552,0.528849,0.464808,Inactive
0.325085,0.456864,0.413836,0.384464,0.782807,0.657133,0.314913,0.630254,Inactive
0.273771,0.068584,0.006247,0.515642,0.410063,0.727389,0.360063,0.267352,Inactive
0.465815,0.156367,0.301602,0.670413,0.725018,0.574322,0.427808,0.781904,Inactive
0.190547,0.243082,0.419843,0.563729,0.752096,0.370424,0.763084,0.524701,Inactive
0.583143,0.12843,0.14507,0.48638,0.503456,0.45783,0.615525,0.716796,Inactive
0.349564,0.303725,0.336626,0.340757,0.424399,0.390377,0.503836,0.423049,Inactive
0.469855,0.156386,0.29105,0.651598,0.7314,0.555191,0.470063,0.791009,Inactive
0.561872,0.205333,0.339879,0.687635,0.765694,0.561696,0.639239,0.731699,Inactive
0.223529,0.100723,0.289715,0.538788,0.768554,0.457251,0.600924,0.547069,Inactive
0.5515,0.22177,0.5524,0.694793,0.662743,0.412817,0.357429,0.647919,Inactive
0.593505,0.34776,0.25165,0.508177,0.734345,0.594353,0.647411,0.512092,Inactive
0.475239,0.175048,0.262316,0.643069,0.752627,0.553006,0.459547,0.651056,Inactive
0.821449,0.548562,0.223211,0.524739,0.826078,0.556763,0.589868,0.580423,Inactive
0.142689,0.429029,0.306923,0.357551,0.574304,0.521875,0.760825,0.209138,Inactive
0.590799,0.103098,0.260178,0.779466,0.663412,0.598481,0.32507,0.711887,Inactive
0.709905,0.296728,0.402967,0.441681,0.912145,0.48497,0.555616,0.435535,Inactive
0.35439,0.618235,0.163685,0.547162,0.567053,0.500637,0.520503,0.796223,Inactive
0.469822,0.419873,0.377904,0.371709,0.496803,0.108524,0.670609,0.725007,Inactive
0.579364,0.093953,0.255401,0.680953,0.791932,0.466392,0.519115,0.713322,Inactive
0.479627,0.157181,0.300247,0.684887,0.736329,0.576954,0.411072,0.800363,Inactive
0.195184,0.311594,0.031748,0.565477,0.669243,0.603521,0.659014,0.544101,Inactive
0.195338,0.100768,0.285883,0.562543,0.744116,0.496968,0.577965,0.534377,Inactive
0.515714,0.081642,0.183076,0.683657,0.731881,0.546199,0.479375,0.718179,Inactive
0.444126,0.176594,0.516611,0.580636,0.732943,0.488542,0.57912,0.473171,Inactive
0.180521,0.095437,0.29168,0.575336,0.72281,0.518232,0.552029,0.521863,Inactive
0.187496,0.120382,0.32912,0.604889,0.739324,0.478962,0.596951,0.561183,Inactive
0.288286,0.627534,0.357919,0.210148,0.607318,0.464633,0.482933,0.841311,Inactive
0.556199,0.411339,0.485563,0.298269,0.652005,0.622056,0.30294,0,Inactive
0.32568,0.39264,0.064799,0.551064,0.603847,0.412207,0.68413,0.685283,Inactive
0.435879,0.057246,0.27389,0.526482,0.607453,0.748863,0.711178,0.654174,Inactive
0.101937,0.392492,0.22626,0.430676,0.629151,0.596854,0.59444,0.331186,Inactive
0.10132,0.395602,0.232208,0.44135,0.625792,0.601436,0.567977,0.328286,Inactive
0.706197,0.44253,0.573502,0.56904,0.645236,0.745186,0.541387,0.204655,Inactive
0.49356,0.337248,0.579523,0.595983,0.644596,0.50705,0.841774,0.571299,Inactive
0.705243,0.41243,0.515683,0.555992,0.680686,0.660994,0.384231,0.207552,Inactive
0.574847,0.080675,0.262868,0.705756,0.779819,0.508834,0.432276,0.70397,Inactive
0.611824,0.167487,0.240958,0.885625,0.704274,0.608296,0.323144,0.79922,Inactive
0.453875,0.332928,0.521665,0.710884,0.565366,0.545092,0.6303,0.653352,Inactive
0.494678,0.163819,0.280922,0.646827,0.769194,0.508509,0.513553,0.835232,Inactive
0.195771,0.330568,0.040787,0.565682,0.623849,0.565691,0.581967,0.608584,Inactive
0.482794,0.424025,0.820268,0.123352,0.483643,0.708927,0.265291,0.498243,Inactive
0.409399,0.304406,0.490843,0.292694,0.643686,0.735146,0.373816,0.891362,Inactive
0.57122,0.23841,0.425945,0.739921,0.701264,0.408682,0.453359,0.751297,Inactive
0.41382,0.324163,0.543046,0.08272,0.740829,0.52219,0.384839,0.903118,Inactive
0.303394,0.547373,0.750307,0.31831,0.611373,0.686814,0.495451,0.617446,Inactive
0.504973,0.315176,0.291479,0.467232,0.367551,0.444579,0.371426,0.509024,Inactive
0.271428,0.502685,0.652217,0.313638,0.63042,0.604388,0.236311,0.623336,Inactive
0.435701,0.578893,0.228959,0.529224,0.737937,0.477111,0.790531,0.670308,Inactive
0.469282,0.24518,0.763297,0.135737,0.458625,0.684844,0.222136,0.675011,Inactive
0.570433,0.324035,0.246957,0.532106,0.465877,0.507348,0.554083,0.432077,Inactive
0.647857,0.313721,0.391015,0.383103,0.446725,0.240857,0.491429,0.714279,Inactive
0.382345,0.126776,0.097882,0.65588,0.759512,0.523719,0.578904,0.758518,Inactive
0.534231,0.643653,0.24469,0.415413,0.849015,0.433655,0.940452,0.599572,Inactive
0.212796,0.700382,0.435168,0.25771,0.476096,0.394421,0.489429,0.860791,Inactive
