@relation 'crx-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute 0.456A5=g+0.456A4=u-0.453A5=p-0.453A4=y-0.181A10... numeric
@attribute 0.469A4=l+0.469A5=gg+0.362A7=o+0.338A15-0.276A13=g... numeric
@attribute '0.32 A7=v-0.275A3-0.263A11-0.256A8+0.246A10...' numeric
@attribute -0.525A7=ff-0.506A6=ff-0.244A9+0.216A7=v+0.195A8... numeric
@attribute 0.372A13=s-0.338A13=g+0.334A7=bb+0.291A2-0.28A7=v... numeric
@attribute '0.457A7=j+0.44 A6=j-0.315A7=v+0.28 A6=i+0.258A7=h...' numeric
@attribute -0.433A7=j-0.431A6=j-0.384A6=e-0.323A7=z-0.225A7=dd... numeric
@attribute -0.362A6=e+0.346A13=s-0.33A7=dd-0.32A13=g-0.256A6=i... numeric
@attribute A16 {+,-}

@data
0.044564,0.068529,0.733609,0.292425,0.562479,0.217722,0.757817,0.624052,-
0.671587,0.079115,0.846744,0.450562,0.415976,0.260114,0.692819,0.586889,-
0.657238,0.075031,0.79184,0.470806,0.483583,0.39314,0.865576,0.363079,-
0.114698,0.068755,0.818658,0.53769,0.595492,0.215942,0.682321,0.689591,-
0.622553,0.084538,0.85908,0.41765,0.439448,0.209463,0.647775,0.501046,-
0.616795,0.084864,0.8715,0.43551,0.463957,0.234801,0.676409,0.512261,-
0.603602,0.086788,0.869739,0.444198,0.529681,0.259679,0.717433,0.560342,-
0.64787,0.092399,0.814871,0.397382,0.74958,0.474668,0.868768,0.397985,-
0.129882,0.06583,0.765704,0.569425,0.530714,0.26582,0.734008,0.634872,-
0.106367,0.063097,0.809427,0.546545,0.502099,0.232135,0.695032,0.564418,-
0.685482,0.073146,0.750777,0.357326,0.537049,0.313625,0.691746,0.565785,-
0.107395,0.064119,0.815823,0.545097,0.510822,0.230139,0.710928,0.58605,-
0.640814,0.08816,0.828472,0.454543,0.504436,0.269878,0.719406,0.587668,-
0.635615,0.083081,0.841348,0.389599,0.435443,0.257413,0.652122,0.539651,-
0.627848,0.08336,0.855462,0.43577,0.45655,0.221702,0.659631,0.510341,-
0.612215,0.08241,0.815593,0.451969,0.58042,0.375189,0.805315,0.571444,-
0.637333,0.088204,0.671754,0.035003,0.497541,0.176744,0.770007,0.702174,-
0.657773,0.089286,0.800231,0.346416,0.754333,0.439608,0.834474,0.398948,-
0.7229,0.074404,0.804156,0.430769,0.381497,0.287134,0.677807,0.603966,-
0.588851,0.134994,0.963543,0.408056,0.737739,0.360453,0.694931,0.687255,-
0.681056,0.082535,0.81889,0.469061,0.574793,0.337098,0.752838,0.491775,-
0.710796,0.076599,0.824251,0.434933,0.398482,0.306462,0.703833,0.609554,-
0.042207,0.077242,0.666601,0.092402,0.50732,0.184588,0.771669,0.667107,-
0.681893,0.073818,0.776996,0.490535,0.544228,0.373372,0.807098,0.59713,-
0.632424,0.082867,0.853456,0.360733,0.433424,0.231247,0.631403,0.525141,-
0.610843,0.085106,0.873663,0.396626,0.42732,0.28167,0.678989,0.535921,-
0.682158,0.075602,0.817994,0.436478,0.438795,0.269708,0.681451,0.590735,-
0.622262,0.083135,0.858861,0.406814,0.439351,0.204767,0.6422,0.501154,-
0.61699,0.085183,0.866596,0.427511,0.489263,0.250272,0.695311,0.535653,-
0.629596,0.085719,0.869845,0.42667,0.440443,0.265248,0.683921,0.552374,-
0.125858,0.065475,0.767223,0.556365,0.51748,0.260993,0.725199,0.625425,-
0.072011,0.106016,0.907096,0.530237,0.68656,0.183678,0.616015,0.802374,-
0.101763,0.067851,0.827164,0.502748,0.558895,0.196908,0.658504,0.672671,-
0.644364,0.084559,0.836805,0.431115,0.457626,0.279946,0.676912,0.548057,-
0.668783,0.076518,0.834289,0.44882,0.424524,0.282788,0.694187,0.586698,-
0.587657,0.129688,0.925068,0.450186,0.801357,0.354514,0.725346,0.796507,-
0.060064,0.07574,0.652338,0.123336,0.610854,0.152254,0.796099,0.692029,-
0.665953,0.084376,0.834151,0.464303,0.543384,0.212947,0.691385,0.580011,-
0.653126,0.086371,0.808965,0.439399,0.4789,0.239649,0.6848,0.575761,-
0.641111,0.084692,0.852454,0.398583,0.475462,0.258139,0.665388,0.542509,-
0.13623,0.055243,0.691528,0.500557,0.692583,0.27179,0.58752,0.405917,-
0.648857,0.08531,0.792691,0.345758,0.61263,0.461266,0.8176,0.477923,-
0.630486,0.085126,0.860491,0.37507,0.44643,0.244749,0.649736,0.528219,-
0.798695,0.061207,0.690298,0.447843,0.469692,0.374836,0.746028,0.674229,-
0.669616,0.084214,0.852515,0.457675,0.507248,0.20073,0.659101,0.664711,-
0.568443,0.099849,0.715881,0.012458,0.493048,0.192261,0.764406,0.629858,-
0.615528,0.083597,0.866254,0.382967,0.428366,0.271319,0.666965,0.536314,-
0.576577,0.089698,0.894669,0.420622,0.478952,0.257007,0.709416,0.531319,-
0.11374,0.061313,0.754434,0.49812,0.606026,0.334012,0.763969,0.609513,-
0.611783,0.091633,0.876355,0.42556,0.560262,0.355317,0.775792,0.445068,-
0.096392,0.06728,0.821759,0.497762,0.554774,0.231563,0.691007,0.594576,-
0.613731,0.136832,0.963465,0.506392,0.810192,0.218158,0.633528,0.894927,-
0.144646,0.055338,0.678305,0.507347,0.677896,0.263497,0.574532,0.396835,-
0.676901,0.077404,0.828389,0.458457,0.437323,0.285586,0.700519,0.595151,-
0.124104,0.069652,0.602985,0.170433,0.52691,0.182148,0.78732,0.727057,-
0.589789,0.089416,0.899992,0.420627,0.429676,0.240892,0.682141,0.49087,-
0.678954,0.072882,0.75632,0.467462,0.607809,0.346252,0.77032,0.5999,-
