@relation 'crx-weka.filters.supervised.attribute.NominalToBinary_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A50-M8'

@attribute '0.454A5=g+0.454A4=u-0.449A4=y-0.449A5=p-0.186A10-0.18A9+0.158A11+0.127A8+0.108A6=q+0.108A3+0.101A2-0.084A7=ff-0.077A6=ff-0.056A6=j+0.056A7=z-0.051A6=k+0.051A13=g-0.051A4=l-0.051A5=gg+0.043A7=h-0.041A13=s-0.04A7=j+0.038A1-0.033A13=p-0.03A14-0.026A7=o+0.025A7=bb+0.025A6=e+0.025A6=x-0.016A6=aa+0.016A6=cc+0.015A12-0.014A7=dd-0.014A6=d+0.013A15+0.009A6=w-0.009A6=c-0.005A6=r-0.003A7=n+0.001A6=m+0.001A6=i+0    A7=v' numeric
@attribute '0.49 A4=l+0.49 A5=gg+0.379A7=o+0.366A15+0.255A13=p-0.238A13=g+0.154A13=s+0.12 A6=ff-0.113A4=y-0.113A5=p+0.092A9+0.092A10+0.088A7=ff-0.07A11-0.063A7=v+0.059A14+0.05 A4=u+0.05 A5=g-0.047A7=h-0.041A6=c-0.034A6=q+0.034A6=i+0.033A6=cc-0.032A6=x-0.032A6=aa+0.031A7=bb-0.03A6=w+0.03 A6=m-0.022A6=j+0.02 A3-0.017A8-0.016A6=k-0.012A7=j+0.011A12+0.011A6=r-0.01A7=z+0.009A6=d+0.008A1-0.008A7=dd-0.006A7=n-0.004A20    A6=e' numeric
@attribute '0.31 A7=v-0.28A11-0.276A3+0.271A13=s-0.267A13=g+0.263A10-0.262A8+0.237A9-0.224A2-0.186A6=ff-0.182A7=z-0.179A7=h-0.179A7=ff-0.15A15-0.149A6=e+0.142A5=g+0.142A4=u+0.133A14-0.13A4=y-0.13A5=p+0.126A6=m-0.1A4=l-0.1A5=gg+0.089A6=d-0.082A7=o-0.082A6=x+0.075A6=aa-0.074A1+0.064A6=w-0.062A6=cc+0.06 A6=k+0.047A6=i+0.044A6=c-0.043A6=q-0.043A6=r-0.041A6=j-0.039A7=dd+0.033A13=p-0.015A7=n-0.011A7=j-0.003A7=bb+0.001A12' numeric
@attribute '-0.523A7=ff-0.504A6=ff-0.244A9+0.223A7=v+0.192A8-0.183A1+0.171A12-0.153A6=j+0.149A11+0.138A15-0.133A7=j-0.122A10+0.121A14-0.117A5=g-0.117A4=u+0.111A4=l+0.111A5=gg+0.109A7=h+0.105A6=c+0.103A5=p+0.103A4=y+0.102A6=cc+0.093A6=x+0.085A6=w+0.076A6=m-0.075A2+0.071A7=o+0.045A3-0.044A6=i+0.041A6=r+0.038A6=q-0.031A13=g+0.03 A7=z+0.026A13=s+0.024A6=aa+0.024A6=e+0.022A6=k+0.02 A6=d+0.019A13=p-0.018A7=dd+0.017A7=n-0.004A7=bb' numeric
@attribute '0.368A13=s-0.343A13=g+0.333A7=bb+0.29 A2-0.284A7=v+0.262A6=e+0.252A6=i+0.231A7=z+0.223A8-0.192A1-0.168A6=q-0.149A6=aa+0.143A6=m+0.135A10-0.114A4=l-0.114A5=gg-0.105A7=o-0.105A15-0.101A6=j-0.097A6=w+0.094A7=dd-0.077A7=j+0.077A12+0.072A6=d+0.071A7=h-0.05A6=c+0.05 A14-0.047A6=cc+0.043A3+0.024A4=y+0.024A5=p-0.017A11-0.016A7=n-0.012A13=p-0.01A6=ff-0.01A5=g-0.01A4=u-0.008A9+0.003A6=r-0.003A7=ff+0.003A6=x-0.001A6=k' numeric
@attribute '0.49 A7=j+0.474A6=j-0.3A7=v+0.253A6=i+0.248A7=h+0.231A7=bb-0.221A6=ff-0.2A7=ff-0.151A7=z+0.148A1-0.138A6=e-0.116A6=w+0.111A14-0.102A3+0.096A12-0.095A6=m-0.092A6=aa+0.09 A6=x-0.084A2+0.072A6=r+0.07 A6=q+0.068A7=n+0.063A10-0.055A7=dd-0.052A8-0.043A11+0.041A6=cc-0.04A6=k-0.035A13=s+0.034A13=g+0.033A7=o-0.023A6=d-0.019A9-0.018A4=y-0.018A5=p+0.016A4=u+0.016A5=g+0.012A15+0.012A4=l+0.012A5=gg-0.011A6=c-0.004A13=p' numeric
@attribute '-0.402A6=e-0.392A7=j-0.391A6=j-0.338A7=z-0.237A7=dd+0.235A7=h+0.233A6=i+0.211A7=bb-0.188A7=v+0.15 A14+0.129A6=ff-0.119A3+0.118A6=x+0.113A6=r+0.112A13=g+0.111A7=ff+0.11 A7=n+0.107A12-0.101A13=s-0.092A1-0.085A6=aa+0.077A6=cc-0.062A6=m-0.044A13=p-0.042A2-0.036A6=w+0.032A6=q-0.029A11+0.019A6=c-0.01A6=d-0.01A15-0.01A4=l-0.01A5=gg-0.009A10+0.007A6=k+0.004A9-0.004A8-0.001A7=o+0.001A5=p+0.001A4=y+0.001A4=u+0.001A5=g' numeric
@attribute '-0.356A6=e+0.346A13=s-0.326A7=dd-0.321A13=g-0.265A6=i+0.23 A6=m+0.2  A11-0.199A9-0.19A7=bb-0.185A7=z-0.175A10+0.166A8-0.159A7=n+0.154A7=j+0.152A7=ff+0.149A6=j-0.145A6=r+0.128A6=ff+0.115A2-0.105A7=o+0.091A7=h-0.089A6=aa-0.087A15+0.087A6=cc+0.085A6=x+0.074A6=q+0.053A7=v+0.045A1+0.039A5=p+0.039A4=y-0.038A5=g-0.038A4=u+0.03 A12+0.028A6=d+0.017A3+0.013A6=k-0.013A14-0.012A13=p-0.009A6=c-0.003A5=gg-0.003A4=l+0.003A6=w' numeric
@attribute A16 {+,-}

@data
0.008221,0.921817,-0.73775,-4.963294,0.378839,-1.482202,1.041114,0.261528,-
-3.756687,-0.612593,0.108292,0.807241,-0.608524,-0.381286,0.182863,-0.100866,-
-4.151882,0.14277,-2.213815,-3.882182,0.686601,-1.705621,0.996105,0.71318,-
-3.865197,-0.774211,0.470974,0.750663,-0.793809,-0.575837,-0.147413,-0.596722,-
0.155311,0.045091,2.167546,-0.023793,-0.646607,-0.18238,0.26292,-0.840683,-
0.318725,-0.092831,2.029577,-0.474802,-1.288446,-0.685327,-0.431343,-1.220296,-
0.76121,-0.026663,1.077447,0.040671,0.286167,-0.403815,0.089171,-0.43457,-
-4.023403,-0.141723,-2.175591,-3.51164,-0.56838,-1.637202,1.063879,0.8365,-
0.15777,0.801845,-0.671476,-4.34183,-0.634255,-1.287137,1.317976,0.40483,-
-0.197725,2.281269,0.950962,-4.97687,2.644645,-1.283852,0.222032,2.804363,-
0.298979,0.727462,-1.08522,-5.037706,-0.920878,-1.182575,0.862674,0.525544,-
0.659624,-0.23721,1.31672,0.141478,-0.864629,-0.464857,0.111908,-0.339635,-
0.61029,0.91772,2.612538,0.198433,1.372253,-1.0671,-1.026124,2.337315,-
0.447568,0.659841,-1.472226,-4.714282,-0.184403,-1.728112,0.858296,0.612448,-
-4.063948,0.748742,2.660489,1.225985,2.80039,-1.114523,-1.084362,2.941826,-
0.180604,-0.011772,2.023927,-0.120703,-0.807165,-0.30566,0.073408,-0.867978,-
-4.643406,-0.501483,-1.161832,-3.625899,-1.532654,3.676871,-2.842062,1.169717,-
0.140757,1.342772,-1.203643,-5.057714,-0.52395,-1.211643,0.666404,0.12002,-
0.263872,-0.100246,2.045893,-0.319969,-1.125706,-0.330347,-0.074756,-1.011685,-
-0.143294,0.99347,-0.321474,-5.146339,-0.559772,-0.896672,1.05643,0.120453,-
0.246231,0.689322,-0.981888,-4.671268,-0.395644,-1.529428,1.055124,0.470227,-
0.478631,-0.120121,1.470344,-0.353112,-0.997244,-0.586645,-0.366691,-0.926856,-
-3.397225,-0.478788,-0.899155,0.056736,2.64434,1.523447,1.605607,-1.856605,-
0.56654,-0.131085,1.312171,-0.460475,-0.505063,-0.630099,-0.309983,-0.711295,-
0.957261,0.002161,1.178763,-0.132425,-0.689832,-0.150563,0.086015,-0.406273,-
0.472422,-0.019106,1.952189,-0.025972,-0.926914,-0.40776,-0.005075,-0.764052,-
0.740951,0.024364,1.225884,-0.237195,0.592845,-0.646846,-0.239019,-0.252234,-
0.848589,0.279197,0.838244,-0.028829,-0.721076,-1.079224,-0.585935,-0.801816,-
-1.080544,3.159846,2.120985,-0.421435,0.924858,-0.155029,-0.64182,0.18139,-
-3.881421,-0.832383,0.579453,0.70666,-0.612815,-0.523229,-0.041849,-0.534017,-
0.833045,0.428574,0.450758,-0.934894,2.53077,1.766269,1.713623,-2.291715,-
-3.82563,-0.845017,0.505367,1.099053,-0.486749,-0.367523,0.126083,-0.434871,-
-3.78648,-0.846943,0.332871,0.269865,-1.182344,-0.275229,-0.367723,-0.472272,-
0.859257,0.069284,1.584278,0.212921,-0.474763,-0.864144,-0.339857,0.564972,-
0.276871,-0.02189,2.102196,-0.19298,-0.926041,-0.228514,0.095973,-0.97718,-
0.631674,0.608375,-1.635708,-4.761319,-0.69198,-1.24097,0.893908,0.980897,-
0.007494,-0.314202,-0.041887,-3.658494,-2.500343,8.999561,-6.861655,2.134746,-
1.044636,0.020157,1.275889,0.185456,-0.399322,-0.42113,-0.347814,0.807715,-
1.007658,-0.28358,0.798149,0.421339,-0.705118,-0.465347,0.04537,-0.250154,-
1.145095,-0.344489,-0.215544,-0.708203,-0.973901,0.492348,0.334779,-0.140999,-
0.199896,-0.03824,1.929491,-0.447113,-0.794581,-0.516919,-0.12566,-0.850036,-
0.520508,0.16883,0.777231,-0.536639,0.857417,1.936948,1.793539,-1.731095,-
0.541352,0.080721,0.331597,-0.882092,-0.383649,0.949948,0.547634,-0.645673,-
-3.73369,-0.607794,-0.550037,0.121231,0.960697,1.57087,1.579398,-1.405894,-
0.444878,0.13265,1.676925,-0.737887,-0.046331,0.419763,0.493479,-1.902937,-
-3.828311,-0.46187,0.644853,0.89283,0.418365,0.67517,1.020404,-1.466592,-
0.327291,-0.142408,1.850716,-0.437875,-1.062977,-0.450591,-0.211748,-0.962573,-
0.404989,0.052296,1.990355,-0.194673,-0.201498,-0.376845,-0.085161,-0.649655,-
0.481757,0.189563,0.923362,-0.560977,1.014299,2.02176,1.932811,-1.695949,-
-3.540743,0.739601,0.364165,1.14721,4.734598,1.305703,1.058873,1.670428,-
0.620003,0.122441,1.232817,-0.754388,0.130902,0.235875,0.302788,-1.812924,-
-4.1076,0.681595,1.704108,0.154129,2.175494,-0.335957,-0.78336,1.799523,-
0.96576,-0.066111,1.11887,-0.28545,-0.611522,0.995975,0.79316,-1.179507,-
-3.608021,-0.939356,0.093534,1.261995,-0.707289,-0.575691,0.164483,-0.042187,-
1.333684,-0.418586,0.187249,0.084416,-1.956528,-0.653419,-0.807548,-0.265863,-
-3.478338,-1.084503,-0.023646,0.971344,-1.072341,-0.691459,-0.103605,-0.149178,-
0.200651,1.463282,3.827004,-0.171153,2.625104,-1.194181,-1.321473,2.608724,-
-3.190458,-0.043478,-4.217075,-3.775393,0.951485,-2.4346,0.383728,1.363728,-
-4.069977,-0.654472,0.679935,0.572725,-0.578584,-0.634518,-0.066272,-0.507611,-
-3.6389,-0.779359,0.045374,0.951854,-0.949117,-0.941961,-0.578136,-0.786409,-
-4.44719,0.185313,-1.501342,-3.409991,-0.063322,-1.266262,1.317108,0.380373,-
0.92391,-0.037909,1.260616,-0.328042,-0.756536,0.074235,0.122072,-0.391524,-
1.925535,-0.350375,-1.196748,-0.1541,-0.479853,1.238777,0.800976,0.654237,+
1.64614,-0.2305,0.386129,1.218485,-1.075544,0.122241,0.475231,0.374765,+
2.112187,-0.079022,-0.819086,1.42014,0.321846,-1.301919,-0.692536,1.827897,+
1.285865,-0.16696,-0.692441,0.150063,-0.12431,1.039559,0.569475,-0.042719,+
-3.23289,-0.984609,-1.368309,0.886124,-0.29587,1.02729,0.669149,0.135891,+
0.961209,-0.105875,0.937241,0.393979,-1.132942,-0.897563,-0.502062,-0.490624,+
1.104993,0.143529,-0.558867,0.252547,-0.316355,1.820071,1.337267,0.087255,+
1.429976,-0.491994,0.104419,0.933284,-0.998186,-0.548916,-0.180891,0.07291,+
1.297339,-0.465961,0.596184,1.058164,-0.87702,-0.248204,0.233657,0.148477,+
1.326491,-0.373259,0.310939,0.714139,-1.148863,-0.589568,-0.205553,-0.030802,+
1.63108,-0.32987,-0.42244,1.384376,-0.376109,0.013578,0.583868,0.667418,+
1.890465,-0.397352,-0.962638,1.235236,-0.559197,-0.51202,0.056159,1.014034,+
0.924233,0.560749,-2.082457,-4.701279,0.034339,-1.294229,0.870794,1.27251,+
1.526384,-0.446126,-0.179802,1.058444,-0.531566,-0.086683,0.478692,0.552324,+
1.322154,-0.355859,0.502048,0.567519,-1.189466,0.06587,0.020992,0.100154,+
2.360882,-0.354616,-2.015423,1.422394,-0.591508,-1.243636,-0.807216,0.875865,+
1.35303,-0.437566,0.299792,-0.011507,-2.08614,-0.662914,-0.900449,-0.310196,+
2.391259,-0.730452,-2.105815,0.26565,-1.223057,0.990148,0.433144,1.171082,+
1.547954,-0.400431,-0.18152,0.234065,-1.209254,-0.420926,-0.529765,0.143155,+
-2.902874,-1.222723,-0.73536,1.961167,-1.011427,-0.957944,-0.200896,0.399847,+
-2.973384,-1.172738,-0.562138,2.048814,-1.235003,-0.863784,-0.127964,0.328036,+
0.220791,-0.267813,-0.584708,-3.621213,-1.674784,8.903593,-7.10579,2.363564,+
1.052302,-0.333192,0.605715,-0.366894,-0.731857,-0.286554,-0.497767,-0.117348,+
0.88779,-0.143487,-1.096373,-0.650286,2.13271,-1.290021,-4.807511,-6.033848,+
-3.298124,-1.091876,-1.327871,1.050058,0.104265,0.567324,0.691224,0.065713,+
1.369563,-0.364012,-0.355469,0.582706,-0.130825,-0.374478,-0.036785,0.287581,+
1.825932,-0.576832,-0.695864,-0.142098,-0.897062,-1.006314,-1.046475,0.343624,+
1.22611,-0.401197,0.75345,1.185155,-1.09478,-0.161535,0.295336,0.05487,+
1.706256,-0.538687,0.093514,-0.086637,-1.918984,-0.01021,-0.328045,0.399428,+
1.488108,-0.440819,0.040304,1.169361,-0.43987,0.181927,0.776024,0.597631,+
1.124292,-0.390057,0.480434,0.288706,-1.14185,-0.632357,-0.319578,0.009825,+
1.591354,-0.324779,-2.11644,-0.196621,1.945778,-0.890503,-4.644765,-5.140734,+
1.198312,-0.147851,1.132436,0.679351,-0.356623,-0.850995,-0.371106,0.913837,+
2.076161,-0.526226,-0.714411,0.301278,-1.951171,-0.205602,-0.540181,0.660737,-
1.26852,-0.152905,0.912302,0.254315,-1.231592,0.5197,0.170773,0.014485,-
1.014868,-0.274462,0.778373,0.481553,-0.084219,-0.362719,-0.000052,-0.152661,-
0.695757,-0.235689,1.146373,-0.133539,-0.34826,-0.609545,-0.206717,-0.288703,-
1.217517,0.397138,0.008791,-0.842219,2.464147,2.369602,1.806497,-1.774096,-
1.884286,-0.445234,-1.92416,0.261408,0.672316,0.634457,0.542556,0.950775,-
2.166643,-0.163683,-1.761967,0.625827,0.02178,0.757718,0.809568,0.455829,-
1.019553,-0.162615,0.027544,0.200916,-0.145994,1.460751,1.020501,-0.131185,-
0.86754,-0.187426,0.399606,-0.354229,-0.812188,1.030639,0.515266,-0.565465,-
0.958091,0.32144,0.648262,-0.537335,2.522247,2.112577,2.069506,-2.062484,-
0.267113,0.710908,-1.00626,-4.501753,0.139853,-1.395824,1.035789,0.56579,-
1.005857,-0.174678,1.051191,0.958457,-0.384817,-0.432043,-0.011858,-0.369042,-
-3.973378,0.031064,-2.206961,-3.678868,-0.227773,-1.074387,1.009052,0.946306,-
0.232012,0.718374,-0.927772,-4.829458,-0.682711,-1.00053,0.839348,0.514272,-
1.15611,-0.114413,-0.357832,0.972619,0.823567,1.658073,1.908114,0.288455,-
0.982446,-0.016008,0.633018,0.000555,1.067559,0.825146,1.026264,-1.126172,-
1.346083,-0.124661,-0.616872,-0.808523,0.992728,-0.490995,-0.310491,0.008469,-
-3.375375,-0.801019,-0.373699,1.794122,-0.672377,-0.15498,0.338969,0.325818,-
1.078429,0.1451,0.155984,-0.902073,2.368142,1.73463,1.563791,-2.011648,-
-3.394867,-0.939653,-1.317999,1.299319,0.295213,0.622419,0.843317,0.100273,-
0.981993,-0.237589,1.082155,0.554497,-0.561888,-0.658685,-0.138186,-0.268015,-
-2.629504,-0.898448,-1.731541,1.154247,2.059114,1.77562,1.946399,-0.98656,-
-3.44933,0.449715,1.184853,1.143922,2.861395,-1.306451,-1.404661,2.648416,-
-2.820199,-1.267861,-0.763346,2.171737,-0.940935,-0.855162,-0.025155,0.623746,-
1.399108,-0.359095,-0.366365,0.369687,0.155205,0.613878,0.771912,0.417738,+
1.544682,-0.236146,-0.196756,1.307987,-0.680743,0.130735,0.671532,0.592666,+
1.460295,1.27334,1.39174,1.240643,4.080631,-1.654381,-1.586187,3.907751,+
3.235094,-0.359836,-5.716092,0.926217,5.499197,-2.912411,-5.696814,-2.578622,+
2.002343,-0.094304,-1.510414,-0.337284,2.241029,1.323207,1.31952,-1.165111,+
1.928731,-0.266166,-2.759412,1.387029,0.163728,1.718247,3.061207,-3.718122,+
1.870992,-0.50709,-0.392141,1.197471,-0.769265,-1.032115,-0.259892,0.724426,+
-2.460031,-1.28968,-3.065167,1.150268,-0.523293,1.000663,0.752138,1.007113,+
1.512665,-0.456477,-0.846045,0.346971,-0.009665,0.633022,0.849188,0.333324,+
1.59807,-0.434017,0.128226,1.368434,-0.54027,-0.784582,-0.018658,0.407925,+
1.861617,-0.547791,-0.440856,0.551276,-1.654145,-0.766584,-0.631363,0.700302,+
1.180876,-0.159594,-0.813646,-0.114487,0.533817,1.039902,1.11595,0.192272,+
1.996928,-0.359301,-1.320844,0.420652,-1.048271,1.405639,0.859609,0.697023,+
1.890711,-0.129693,-1.823044,0.636972,-0.534141,1.09652,0.860757,0.856045,+
1.04576,0.007809,-0.568515,0.183085,-0.027079,1.179814,1.171946,-0.022791,+
0.814956,-0.163242,0.405832,0.235212,-0.009431,1.033715,1.082574,-0.387192,+
1.512231,-0.220727,-0.702454,0.320234,-0.212887,1.048039,0.825168,0.013933,+
1.932128,-0.321452,-1.52959,0.763047,0.895433,0.879202,0.897342,0.717303,+
0.767433,-0.282064,1.324901,-0.435158,-1.84364,-0.391407,-0.758605,-0.773819,+
1.898464,-0.488939,-1.354414,1.237252,-0.28744,0.330127,0.72813,0.589698,+
1.06381,-0.212791,-0.337038,-0.097908,-0.284046,1.703554,1.261045,0.109302,+
-2.746152,-1.270712,-1.102198,2.008315,-0.380903,-0.54435,0.148152,0.746561,+
1.403645,-0.465406,0.217968,-0.166622,-1.795159,-0.689435,-0.858263,-0.101828,+
1.742219,-0.553745,-0.273276,0.734983,-0.294981,-1.073283,-0.329747,0.551613,+
-2.874968,-1.16989,-0.662373,1.943976,-0.410586,-0.62775,-0.055828,0.75081,+
-3.127645,-1.022767,-0.33143,2.431579,-0.599427,0.440394,1.203387,0.589497,+
1.633682,0.507609,-3.660857,-4.059951,0.205721,-1.629205,0.487706,1.800362,+
1.61593,-0.389659,-1.224478,0.051805,-0.876774,0.80953,0.359261,0.216639,+
-2.859547,-0.575541,-1.91442,2.14302,0.206228,0.892318,1.300949,0.471384,+
1.560739,-0.636155,-0.088355,0.705013,-1.016075,-0.709782,-0.277455,0.404468,+
1.353083,-0.542045,0.210922,0.461229,-1.112825,-0.725799,-0.369607,0.019764,+
1.603044,-0.273883,-0.244748,0.831501,-0.838078,-0.674539,-0.204082,0.360868,+
1.589888,-0.206782,0.303805,0.970523,0.157481,-0.969022,-0.44293,1.31521,+
1.58745,-0.321196,-0.268358,1.333627,-0.678425,0.101069,0.643594,0.663601,+
0.634918,1.312359,2.327566,0.158509,3.348397,-1.317277,-2.721208,0.054624,+
1.026094,0.009812,1.255391,0.479901,0.640935,-0.737444,-0.318329,0.793791,+
-2.914519,-1.008654,-1.850796,1.680656,0.571763,0.242714,0.677881,0.400632,+
-2.391213,0.035587,-4.622376,0.800354,2.994868,-2.079396,-5.786393,-3.924274,+
0.964385,0.74823,-2.657634,-4.302454,1.197084,-1.865267,0.617674,1.012447,+
3.077226,-0.601452,-4.516759,1.805389,2.06946,0.249406,0.757283,2.068932,+
2.252292,-0.637046,-1.719383,0.990891,0.090574,-1.268347,-0.72293,0.927378,+
-2.891928,-0.873923,-1.0151,2.119561,-0.873135,-0.515909,0.057387,0.41565,+
1.366502,-0.203054,0.261187,1.039683,-1.137275,-0.373963,0.024279,0.099834,+
1.683271,-0.182985,-0.514816,1.142683,-0.86314,-0.432274,0.135319,0.725531,+
1.460622,-0.429062,-0.630855,0.972151,0.103706,0.946151,1.203288,0.333312,+
-1.177684,3.163411,2.336684,-0.34876,0.645251,-0.073857,-0.601142,0.070235,+
0.579288,-0.009433,1.669812,0.094689,-0.663498,-0.636829,-0.076707,-0.743223,+
0.642544,-0.176509,1.390391,0.291589,-0.252148,-0.285448,0.159564,-0.27675,+
0.771695,0.027834,0.878733,-0.196708,0.959448,1.205684,1.197404,-1.321983,+
1.735815,-0.171054,-0.388281,0.867493,-0.785437,-0.098519,-0.052146,0.546993,+
1.410791,-0.453595,0.207123,0.079108,-1.94427,-0.66039,-0.853845,-0.172397,+
1.106916,-0.214887,1.087692,-0.186174,-1.77614,-0.083053,0.00868,-0.275444,+
1.536784,-0.373425,0.028711,1.325302,-1.06664,-0.3773,0.067088,0.336249,+
1.12992,-0.353526,0.652106,0.090558,-1.284603,-0.199184,-0.147184,0.196628,+
-3.656683,-0.652962,-0.374274,0.232631,0.214491,0.056069,0.20807,-0.352553,-
-4.031686,-0.795818,0.640124,0.531844,-0.472721,-0.671767,-0.088046,-0.44477,-
0.647161,-0.083068,1.780027,-0.438458,-1.424112,-0.063643,0.022593,-0.727053,-
0.787282,-0.257555,0.377507,-0.025748,-0.170007,0.915549,0.894971,-0.433401,-
-3.880861,-0.738674,0.420867,0.580123,-0.657153,-0.144981,-0.037089,-0.240043,-
0.277516,-0.145206,1.964495,-0.41869,-1.181234,-0.409677,-0.186573,-1.011194,+
0.324586,0.0052,1.731986,-0.136147,-0.38096,-0.383878,0.070056,-0.701412,-
-3.777877,-0.612478,0.751689,1.261392,0.405241,-0.337912,0.271924,-0.103599,-
0.798914,0.26044,0.423044,-0.196581,1.845705,1.666365,1.880586,-1.060121,-
-4.10544,-0.820694,0.77063,0.528281,-0.746446,-0.654202,-0.126146,-0.540308,-
-2.734866,-0.98893,-1.789326,1.45013,-0.039952,0.976557,1.259277,0.56564,-
0.742593,-0.183784,1.633328,0.176602,-1.383476,-0.70553,-0.015968,-0.549012,-
1.088738,0.010585,0.123673,0.014814,0.728174,0.950405,1.077555,-1.223146,-
0.619856,-0.061633,1.257929,-0.800672,-0.968111,-0.232482,-0.430317,-0.689211,-
0.93331,-0.181399,0.209398,0.273058,-0.084631,1.008074,1.279205,-0.285643,-
0.799736,0.033119,1.45951,0.118285,0.109667,0.753545,1.133935,-1.369073,-
-3.691801,-0.020109,-2.997982,-3.448839,-0.083786,-1.926005,0.795056,0.923039,-
0.955132,0.07854,1.502874,0.669617,0.082697,-0.66466,-0.038757,0.680202,-
-3.422265,-1.004417,-0.156356,1.110994,-1.254152,-0.994118,-0.709817,-0.512405,-
0.375382,0.141748,1.902643,-0.738968,0.064637,0.537477,0.665274,-1.877669,-
-0.247457,1.255253,2.824529,-1.481891,1.648336,4.64098,-4.030965,2.905854,+
-1.073779,3.180663,2.128801,-0.762314,0.284805,0.231303,-0.8097,0.192742,+
0.658495,-0.100062,1.744252,-0.429832,-1.432557,-0.083905,-0.002572,-0.710247,-
-3.823547,-0.616734,0.249039,0.907116,-0.865876,-0.327203,0.196623,-0.185878,-
0.34267,1.291802,2.955796,0.016287,1.773697,-0.934196,-1.180592,1.553152,-
-3.633666,-0.336016,-0.307627,0.241539,2.203377,1.910227,1.907944,-2.225012,-
-0.071448,0.929652,-0.664984,-5.008567,-0.037341,-1.516649,0.905691,0.119242,-
0.705593,0.136852,0.384766,-0.547207,0.584456,0.520986,0.530943,-0.553682,-
0.480225,-0.060429,1.858541,-0.554243,-1.548813,-0.378995,-0.392773,-0.779635,-
0.827749,-0.010417,1.414564,-0.529838,-1.64267,0.358519,-0.068565,-0.536923,-
0.990254,0.037392,0.550197,-0.176786,0.145885,0.906904,0.686202,0.780202,-
-0.0036,0.898479,-0.732459,-5.406325,-0.358084,-1.145269,0.7893,0.251548,-
-4.285282,-0.380492,-0.80302,-1.918628,0.121026,-0.887244,0.578469,0.023976,-
0.899008,-0.225104,1.31529,-0.026382,-1.656161,-0.318184,-0.162378,-0.355481,-
0.783546,-0.180204,0.345885,0.190868,-0.770117,1.166731,1.940851,-2.663668,-
-3.696003,-0.621242,0.701172,0.99648,0.566963,-0.870808,-0.276217,0.69594,-
0.488916,-0.073888,1.536824,-0.418286,-1.378594,-0.90155,-0.721228,-1.228655,-
0.442714,-0.093442,1.764365,-0.213362,-1.076128,-0.63126,-0.378382,-1.122262,-
0.330545,-0.01243,1.743881,-0.125134,-0.25849,-0.366893,0.121889,-0.629652,-
0.687392,0.426496,0.86883,-0.745055,2.46191,2.081125,2.023935,-2.377148,-
-3.5361,-0.576518,-0.295335,1.26163,-0.347627,-0.165375,0.303977,0.159047,-
-3.757042,-0.815113,0.506555,1.119002,-0.58495,-0.66023,-0.1323,-0.597136,-
1.000245,-0.129,-0.412683,-1.172037,-0.122196,0.385567,-0.07702,-0.577185,-
-3.75154,-0.792968,0.622267,1.098949,-0.474774,-0.70122,0.047977,-0.370043,-
0.639549,0.159796,1.025466,0.003276,-0.561526,-0.22167,0.169778,-0.347351,-
0.589836,-0.069916,1.225292,-0.752872,-1.412968,-0.294916,-0.605648,-0.837017,-
0.538545,-0.104316,1.474173,-0.205994,-1.169543,-0.77401,-0.577703,-1.139672,-
0.399454,0.02732,0.801896,-0.056831,0.416156,0.985712,1.232118,-0.519447,-
0.599922,0.62466,-1.73081,-4.979557,-0.745195,-1.395033,0.665106,0.826874,-
0.762682,0.35174,0.570462,-1.352328,2.522975,1.706907,1.623269,-2.360157,-
1.329078,-0.268326,0.541724,-0.257386,-2.067596,0.065309,-0.28572,-0.175923,-
0.140671,1.540614,3.703916,-0.611825,2.30854,0.828165,-0.041174,0.644801,-
0.985437,-0.000493,0.852513,0.162277,0.302919,0.53922,0.59989,-1.369988,-
1.223247,-0.241852,0.908146,-0.21534,-1.855275,0.273823,0.023048,-0.122641,-
-4.312209,0.123961,-1.927382,-4.279273,-0.621551,-1.298578,0.702926,0.459195,-
0.986409,-0.168398,0.082111,0.41074,-0.013722,0.981079,1.262361,-0.255015,-
0.559315,-0.116446,1.425537,-1.098736,-1.44994,-0.598412,-0.870867,-0.98926,-
0.38002,-0.087997,1.808708,-0.671055,-1.509674,-0.028548,-0.289559,-0.87706,-
0.987759,-0.269751,0.783793,-0.19643,-1.363876,-0.172253,-0.257768,-0.318546,-
0.486066,-0.125677,1.520667,-0.547247,-1.379396,-0.950723,-0.785312,-1.226814,-
0.435981,-0.061704,1.671848,-0.314984,-0.745774,-0.439983,-0.129426,-0.876573,-
0.542961,-0.052495,1.754756,-0.315948,-1.361579,-0.258196,-0.263663,-0.711866,-
-3.595244,-0.60198,-0.222668,1.232836,-0.383119,-0.314221,0.261072,0.03321,-
-4.107988,0.513216,2.457611,0.878776,1.703211,-1.217416,-1.052826,1.875808,-
-3.808757,-0.685403,0.832915,0.588854,0.117809,-1.065927,-0.56004,0.531888,-
0.669849,0.002662,1.17156,-0.263449,-1.143559,-0.06148,-0.314399,-0.759428,-
0.876703,-0.283788,1.081018,-0.047368,-1.537976,-0.028514,-0.109936,-0.359773,-
0.131737,1.491247,3.004847,-0.131508,3.144879,0.738102,0.311647,1.805708,-
-4.162266,0.11801,-2.20695,-3.93323,0.661008,-1.724767,0.96664,0.714527,-
0.846636,0.009392,1.097871,0.112168,-0.085187,-0.904407,-0.205712,-0.423082,-
